total_rooms,population,median_income,median_house_value
1704,918,3.2464,208000
4208,1634,2.2868,233700
1048,493,2.2917,118200
3267,1252,2.7236,109900
431,239,3.3182,282100
1170,660,2.3906,81800
902,771,2.2083,55000
3487,2352,1.6303,144900
3044,1456,2.4567,140000
3451,1550,2.9167,161700
2758,1291,2.925,181400
164,542,1.6563,42500
4225,1795,2.2847,247000
2325,967,2.9,158700
4492,2093,4.0709,151700
1914,1130,2.2165,90600
3979,1834,3.5,172100
118,6532,4.2639,350000
3504,1490,4.6719,337000
3768,1884,4.6071,239900
4462,2229,3.5536,105700
897,276,2.9554,89400
1877,884,3.4688,120100
2146,862,2.9219,141300
1257,559,4.4531,144300
1479,1476,3.2721,73800
1979,1756,2.6923,71400
2568,1149,5.4287,331600
1604,540,3.7625,113200
892,427,2.6833,118800
5654,2237,3.0465,144100
1787,806,2.525,157200
729,431,4.2188,131300
1311,1455,2.2813,67300
3476,1476,3.3472,195200
1451,1052,2.8698,72900
1017,387,2.2656,88200
1955,294,3.9583,126500
453,152,1.3523,85700
2390,1409,2.1484,81300
2282,1167,3.8214,116100
2295,1252,3.6182,123200
1656,1037,2.4964,88800
3509,1576,2.6392,148500
512,314,1.5625,108300
2319,1126,3.5511,155900
2925,1226,2.5865,133800
1521,607,3.5,123800
7188,3175,3.8488,130600
1343,732,3.5833,187500
3214,2319,2.0385,84300
1395,756,3.6181,178600
2003,1333,2.7562,90500
9613,4487,3.6667,250600
2635,280,1.7214,118300
4221,1737,2.3125,128600
3294,2277,2.6417,96800
949,888,2.3333,72800
3117,1606,2.9844,127900
1374,709,1.7222,118500
5036,2243,2.3319,138500
1133,495,2.05,68900
1003,538,2.9821,90400
4227,1809,3.2667,269500
3531,1505,5.5228,275300
1417,853,3.3083,108300
2436,1730,2.2071,85900
1916,1019,2.4881,87500
1001,369,3.125,96400
918,469,3.9688,175000
1802,1110,3.1641,96300
1162,726,2.1932,90600
2920,1602,3.9286,145800
2200,996,3.587,330000
806,326,2.8155,101000
1438,675,2.9444,119300
2259,1099,2.3314,121600
1276,799,2.7273,128600
2005,882,2.5104,120500
8396,3952,3.0565,118800
3414,1236,3.7635,336200
3375,1505,2.69,201300
707,282,6.1324,164800
1664,736,4.4083,165800
2974,1313,4.4886,135400
1611,882,3.5547,122400
1385,775,1.933,140600
3522,1780,3.3958,215800
3924,1325,2.5172,293900
3338,1373,3.67,160100
1117,551,2.6319,97700
3685,1714,2.2269,128300
893,548,3.6875,121900
1717,1062,1.6759,116700
435,219,2.9125,112500
1527,757,3.6629,171400
3078,1226,4.601,150000
3795,1639,4.6635,198400
1340,631,3.375,118500
4155,2112,4.4766,192700
3252,1814,3.2226,183200
1280,609,3.1635,132600
1013,410,4.825,184600
2616,1158,2.8807,142600
1313,731,5.7373,208300
471,195,3.3333,208300
4527,2531,3.7065,124800
1191,688,2.7243,138400
1901,1258,3.8958,126800
6337,3909,2.0643,106500
2310,1126,2.2083,97300
2383,1234,1.4529,86100
2874,1960,2.7381,104600
2285,1468,2.7857,110300
2892,1580,3.7784,164500
2773,1374,2.6214,103800
1520,882,2.2019,100000
1506,1096,1.1301,78500
1944,814,5.3988,165500
3279,1397,2.5552,200000
2863,930,2.6205,221100
3276,1520,3.6412,207800
4197,1656,3.526,183900
2419,1279,3.4762,189600
3100,1515,2.8493,196100
2062,781,4.9359,317700
1120,609,2.2386,87200
421,303,2.2679,71300
3553,1684,3.3169,131200
436,197,1.8625,85400
1738,936,2.4717,77100
28,9,1.625,85000
819,451,3.4934,193800
350,187,2.5938,275000
2899,1593,2.2292,127500
1724,922,1.7227,85700
264,310,1.4063,61500
2840,2606,1.9429,76400
1795,1642,2.5363,86300
2609,1796,1.5479,82000
2893,1198,3.1719,140600
3493,1481,2.3075,184200
1033,588,2.8173,226900
1533,674,2.5625,146100
621,257,1.7188,109400
964,623,3.0917,88900
508,263,3.1136,183300
1178,709,4.5625,133600
2829,1751,1.6445,156900
9885,5372,3.4821,127100
4272,2916,1.9829,82800
1084,893,1.6213,69500
2140,1441,2.4706,89400
3511,1904,3.1111,113900
1664,629,2.7344,188300
1091,660,2.2321,34600
2691,964,3.9196,142700
1819,736,2.8603,128900
2180,1070,2.8562,128200
2692,1302,4,167400
3998,1614,2.8125,113400
4838,2460,3.5959,142700
1010,488,3.8984,170500
4579,2742,2.6619,86200
4966,2431,3.1042,122500
2036,1343,3.6331,88600
4176,2092,2.595,104200
3876,1960,2.902,127300
2791,1187,3.2589,103000
2029,1000,4.0109,125900
1440,774,3.9821,204300
239,92,5.3168,175000
1871,707,2.6103,133600
1294,684,2.6908,103100
2282,974,3.5417,155100
1016,617,2.151,195800
509,275,2.2679,250000
1940,1070,3.6597,145600
2692,1518,2.0417,94200
3301,994,3.2262,97200
2046,846,1.65,227300
1349,601,3.5417,96600
2679,1424,2.8812,81900
3120,1319,2.0472,93200
4213,2142,3.7031,173300
570,304,2.2024,156300
3377,2426,2.9783,82500
1762,855,1.6767,81300
5020,2105,3.8158,248700
1629,641,2.2067,69600
352,226,1.6094,79500
5460,2645,4.835,230600
4545,2033,4.1843,207600
3585,1800,3.636,133100
1320,720,2.6523,76300
3396,2446,2.0521,65400
383,202,2.6458,102500
1720,850,3.2027,128600
527,270,1.6172,156300
505,163,1.3696,275000
4485,2445,3.7611,123100
1705,642,2.6591,180500
2059,636,3.6908,278800
1666,816,2.9559,118800
2331,1110,3.6563,164900
2229,788,5.5111,196300
2213,1097,4.5568,170100
1248,529,3.3393,107200
2084,834,3.2937,114200
1956,1265,2.3023,91900
391,247,4.3864,179500
3491,2075,3.3844,138500
7566,3227,4.744,148100
2254,402,4.25,189200
1812,672,1.55,166100
1334,597,2.2132,89200
3127,1345,1.5774,58000
1321,661,4.0062,153800
3758,1744,3.1972,151500
1166,515,2.3469,90200
1005,390,4.4,174100
13315,6420,4.2471,162100
1147,327,6.8654,290500
5075,3033,3.0577,119000
244,176,1.425,69400
3309,1796,3.8372,129300
3257,1804,3.5331,102900
3964,2622,2.3152,111300
1549,770,2.0493,99500
1175,774,3,109400
2023,922,2.8125,83500
3247,1459,4.3981,202800
3421,1689,5.2032,217100
3453,1958,3.0043,156500
3609,2650,2.8565,92700
3062,1624,4.3864,137600
4478,1990,5.1473,188400
136,72,2.2279,225000
5200,3221,2.6964,107000
3487,1957,2.7209,88300
4981,1934,3.7041,174800
4054,2034,4.6833,142200
1493,729,2.9821,97400
1561,862,1.8466,81500
1727,1063,1.8929,63600
1179,672,3.1125,154800
1116,801,2.875,97200
1691,618,3.2292,225000
6346,1769,2.6864,283600
779,364,2.5,59200
683,302,2.5,64100
2069,909,2.5326,139100
2262,1156,3.8534,157600
1442,538,4.2969,163200
4961,2654,4.2823,138300
1700,972,2.4485,95500
1467,673,2.7917,90700
60,51,3.625,67500
3497,2467,1.9444,93400
1468,747,3.4643,125000
1288,720,2.3864,139100
2368,1231,2.883,141900
3725,1412,5.7476,248600
2793,1279,3.4667,160900
5514,2819,3.8598,174400
1114,529,4.7159,163700
2349,1302,3.1625,130300
1648,792,2.4,121500
2930,1448,3.5395,127900
2760,1260,2.0227,179800
3960,1776,3.9886,137500
2359,1131,2.0833,95500
2360,2047,1.7054,58800
8489,5807,2.9451,127800
1326,884,1.871,103900
1380,810,2.1875,137500
2220,912,1.8914,87800
4570,2125,3.0403,148000
3403,1540,3.6354,162900
4810,2242,3.2964,176900
2458,1227,2.7857,110900
3176,1296,5.5684,185100
4006,1806,3.1848,112800
705,347,3.1912,149600
4197,2203,2.166,118600
1221,682,3.65,155500
3012,1423,2.6346,100600
1959,984,4.5208,114200
934,401,0.9336,127100
422,158,7.3841,172200
826,432,2.5,103100
1913,839,3.1397,110700
1791,679,2.1458,130300
3819,3010,1.9206,81300
1437,1073,2.1779,58400
925,449,2.6406,129700
2616,1090,3.7917,179200
1497,737,2.8942,182500
2993,1296,3.3009,156800
2550,1016,3.6607,153000
770,285,3.6434,155400
2289,1182,2.3696,166800
5743,2651,4.1163,172500
4913,2005,5.4413,187900
2564,1198,2.9083,113400
2773,1060,6.4788,199400
1975,732,2.6932,94900
3269,1595,2.2336,112700
1768,1066,1.8315,90500
568,307,2.1518,107400
1750,754,2.9137,106000
2848,1408,2.1487,86600
683,459,1.8162,70000
1580,881,2.7538,99600
319,276,2.4792,60000
2014,1787,1.5515,54100
1116,27,2.5893,83000
810,302,3.1094,136100
2809,1267,4.0426,191700
1170,537,3.2813,163200
439,246,3.0781,162500
170,93,10.9891,312500
3425,1357,5.3344,217500
4030,2248,3.6107,141300
102,35,2.25,175000
3469,1452,3.4079,147500
2911,1170,4.9904,158100
1232,408,6.9682,182400
2278,995,2.5148,110200
90,47,1.125,87500
2039,875,3.9844,152000
3887,1768,2.5089,119000
484,198,0.6825,187500
311,293,1.2902,67500
121,658,0.9573,162500
2051,1525,1.59,80900
215,192,1.75,73800
1153,1043,1.0801,75000
1750,847,1.7062,77400
1923,806,3.1738,97600
1937,1002,2.6087,96200
3077,1479,3.3724,114600
6322,2957,4.7276,197500
2368,796,8.7783,435000
9148,4656,3.2447,142200
3275,1538,2.48,135600
828,373,5.5,146200
3230,1579,3.5775,109700
2483,1072,3.0721,108100
3679,1366,4.5,151400
178,152,0.4999,82500
201,74,1.3036,75000
1981,1998,1.9013,69900
693,598,1.0217,81300
2764,2122,1.9643,74900
568,622,1.8167,79500
2074,1687,2.0885,73700
3655,2316,3.4703,129300
1045,632,2.3583,95000
1926,1054,1.6214,71500
890,406,3.3036,78300
3720,1424,3.2,155000
1549,604,2.2278,155400
1427,642,1.4241,125000
2277,1149,3.2303,149500
4786,2066,3.9734,185400
7392,3096,4.5246,198900
207,87,3.6023,131300
3476,2126,3.3438,125400
3814,2219,3.5208,145000
1437,806,1.6078,125000
2973,1996,3.0645,106000
1437,1035,2.1036,88300
1591,1290,1.564,81800
1721,1878,2.5363,83900
5737,4722,1.6731,95800
1469,1318,1.7104,59000
1009,1027,2.5993,68000
1285,706,1.7169,121400
467,244,4.1346,187500
1118,560,2.0216,112500
1541,880,2.5074,117700
2198,1971,2.6801,100000
5486,1977,2.1833,49500
1337,1172,2.6341,85000
3739,1422,2.4283,143100
2843,1310,3.2337,123100
3138,1275,4.0775,164500
1875,806,3.9185,195200
2607,1266,3.4632,137700
4034,1967,3.8065,146000
1956,1004,3.7857,110500
3204,2016,2.6567,110400
887,614,2.1528,75500
375,120,3.9844,150000
2001,1520,3.148,102300
2881,1490,3.0398,120000
2331,1210,2.5313,77700
1241,612,2.8194,81300
946,624,1.9728,97900
1333,730,3.06,106000
2905,1457,2.2566,82100
1889,853,2.25,112500
856,518,3.5859,144300
2870,1307,3.463,201700
4059,1874,4.8051,174300
3522,1456,3.93,163400
2916,1466,2.5643,200000
349,121,3.3036,197500
6333,3265,3.0217,160900
9601,4449,4.5332,195500
1909,1140,2.3783,81400
5129,3622,2.0272,92700
1658,913,4.1705,162800
1959,995,3.3567,129100
958,580,2.1875,82800
613,343,3.1875,129200
2657,1409,3.3824,115500
1634,1053,1.5313,154900
1264,611,2.535,117100
1759,716,2.3125,108300
3063,1168,4.4375,185100
2767,1143,3.6333,170200
3676,1572,4.8214,201900
3326,1544,2.9875,166300
2474,1649,3.275,156500
1438,569,3.3516,150000
1043,555,3.4125,125000
1127,215,3.4844,143800
1864,894,3.4028,171800
3127,1390,3.9537,172800
2229,982,2.186,132700
1452,637,2.2083,103900
1999,585,5.5161,361900
1651,633,4.2802,194800
1887,775,3.8417,187200
2267,1140,4.7019,212800
6501,2954,2.5373,143000
7635,3096,4.2917,184300
6873,2354,6.8869,263100
1713,1258,2.683,169400
9374,4827,3.462,151900
906,383,3.4167,196900
3655,1993,4.6053,150100
1401,915,3.4464,162500
504,295,3.5,73500
2603,1491,3.0909,123400
395,166,2.2132,100000
976,511,3.6641,80800
2099,929,1.9886,113800
2432,928,2.425,121100
6828,3002,2.4726,143400
4839,1977,4.0848,155900
1878,892,2.8864,143100
1813,827,3.6087,182100
2374,884,4.5042,206400
1710,839,4.7143,150700
5301,2335,4.515,164000
223,92,3.375,212500
919,69,1.6944,137500
2188,1033,2.1419,105200
2323,963,3.7426,162700
1839,752,4.2031,209600
1931,1271,2.7463,156100
4239,1729,2.4278,167700
3436,1568,2.4273,138400
2509,1037,6,220100
2499,1040,6.844,239600
1717,501,3.6477,113400
1665,845,1.5603,78100
2637,1181,2.7813,109200
5218,1949,4.7083,213300
762,358,2.4545,105000
1653,800,3.3482,220000
1717,1356,2.6705,91900
524,329,1.7188,112500
680,354,4.0333,161500
1110,602,2.5887,144400
1106,505,5.0126,192300
4064,1847,3.0321,135500
1357,695,4.1974,157800
1853,958,3.3578,149000
3389,1309,3.2112,204500
1000,508,2.3062,138800
3888,1830,1.8238,158600
2558,1149,4.0679,190500
1083,471,2.9241,187500
2606,1252,4.1833,192100
3886,1605,4.4213,182700
2263,913,3.5795,145600
412,227,2.5,74200
6044,2239,3.24,264600
1431,681,3.045,170400
838,388,3.6563,163500
683,505,3.4265,158900
1107,573,2.3924,102200
4109,3062,3.2396,125200
1720,1427,2.1107,76200
4109,1298,3.4799,320800
1127,530,3.0917,128100
12360,4438,6.2503,222500
2574,1041,3.6645,203400
1034,478,7.0326,241100
677,523,2.4598,97100
2376,1175,3.6016,134600
1126,667,3.3158,125900
1995,1559,2.1833,92700
1476,1156,3.1929,137900
1868,1323,2.9559,163200
1944,384,1.6875,111500
2534,638,2.2101,88800
1085,629,5.0389,171500
2069,889,4.6771,212000
2750,1161,4.2143,236500
1816,832,5.07,233000
2591,1371,3.5774,113900
1343,751,3.2391,187500
2427,1272,2.8833,115200
2919,1592,5.2452,161900
5383,1880,3.8019,271200
5156,616,3.3462,145200
3883,1816,2.8102,144400
4145,1872,4.3553,220600
2024,879,5.2903,239400
2104,745,4.1685,217500
4176,2164,4.0365,174200
2918,1182,2.1434,44000
1006,462,3.1042,152000
771,315,8.4882,276600
3353,1417,5.1721,237100
1953,999,2.4906,122500
253,201,1.4732,156300
4956,3006,3.4426,139000
2028,781,6.5322,394000
3084,1040,2.5183,293300
7138,2623,5.6902,243200
1252,686,3,121900
2506,1316,3.8472,197600
2124,829,2.4519,57500
811,352,3.5938,140300
3415,1208,4.3646,185900
2112,782,3.7125,175000
1528,729,2.4688,138800
2541,1276,5.1857,220100
2807,1201,4.7941,247600
1584,613,6.0302,273100
7104,2772,6.3528,274500
2101,945,2.3333,116000
2333,1073,4.8125,161100
2450,1459,2.4674,130900
411,193,2.5625,146900
1326,509,1.9464,112500
1244,611,2.875,187500
1572,247,5.8453,193800
1483,481,1.4896,83300
1131,520,3.9,180400
2544,1199,4.5129,196300
4114,2268,4.4085,139400
4415,1520,3.2321,390800
1754,773,4.817,147000
1937,769,6.1185,179200
2400,1085,3.7687,165200
703,290,3.225,177100
1621,909,2.1513,99700
4019,1959,2.7321,175000
906,376,4.3523,188200
1039,554,2.9688,128300
4897,1931,7.7499,334800
2970,1379,4.3214,131700
2200,938,3.4896,143800
1605,732,5.47,204800
2634,1402,3.8897,175700
1732,999,3.9808,160200
608,287,3.3882,125000
440,270,6.0582,157700
3415,1912,4.4423,161400
395,193,7.3718,212500
311,171,4.0972,101800
3264,1512,3.7546,135300
1698,927,3.5625,130800
58,79,3.375,106300
2110,1301,2.3173,86500
3738,2337,3.9647,135000
697,356,2.5568,77100
3691,1758,3.5607,151900
1608,792,3.1583,239200
4552,2006,4.3962,264400
2987,1610,3.0533,112100
5500,2827,4.1071,145800
6940,2829,5.4889,232300
3443,1413,5.6529,196000
1883,999,5.193,172100
3667,2173,5.0369,163900
370,167,1.4853,101800
300,160,2.1786,120800
1862,971,2.6053,99200
699,460,2.7443,94200
811,446,1.6724,96900
294,147,3,162500
2254,1007,1.7,92300
1405,660,3.0804,156800
2531,1206,4.4958,192600
2521,1390,3.5265,124800
3418,1312,6.3914,218000
1843,818,4.4695,214700
6262,2954,3.4506,139000
1412,700,4.05,130700
394,155,2.233,55000
2054,934,4.5368,219300
2655,1277,4.6989,213800
4411,2038,3.475,151200
343,116,5.5376,212500
1841,783,2.8167,162100
1484,1163,2.625,72100
1737,1177,1.9875,56400
1055,629,2.8676,76900
336,206,4.75,121400
4452,2740,3.1964,141500
1811,1191,4.0125,121500
1038,521,2.125,91900
2608,1719,2.1186,94400
335,247,1.6111,74100
3107,1549,4.4766,169400
2152,1320,2.5025,101900
1052,712,1.7228,105000
2123,1310,2.6368,165600
3229,1501,2.1524,77100
725,219,1.625,75000
1265,573,3.3603,162500
4947,2227,4.8542,170500
5268,2357,3.9226,148700
5266,2432,3.8954,133000
3243,1334,4.8088,169500
393,134,3.95,178100
633,236,6.4562,230000
1829,677,6.1805,247900
523,226,5.5693,153100
849,373,5.0362,181300
811,514,2.625,89200
2081,1342,2.7958,59000
268,77,1.125,150000
590,315,1.8958,85700
98,59,3.65,162500
1289,867,4.6821,138500
1847,1030,4.9271,155300
2085,1236,5.5591,149300
2906,1886,4.2431,137100
2451,1155,2.2254,130800
1985,1198,2.7734,116800
1922,1130,4.0815,117900
273,149,4.8229,158300
2095,1858,3.0543,92400
1597,632,3.5962,93600
632,221,2.3684,62500
2785,1387,2.3886,89400
983,399,2.2917,145100
12259,4819,5.4498,217300
1419,706,3.1875,110200
2615,1063,3.7904,173200
549,249,0.8691,136500
1851,1049,3.5288,141100
9137,3667,5.4896,229600
3605,1556,4.9,203700
3243,1585,5.7133,166800
1402,676,3.7426,135500
3558,1742,4.0182,131700
3335,1329,6.2082,250300
4491,1657,5.259,249400
2593,1365,3.3929,113000
1526,790,2.4342,125000
1471,721,2.4688,126800
450,236,1.1964,80400
886,517,2.1991,67200
1175,951,2.875,57700
874,788,1.9187,57700
361,169,3.7734,63800
2232,1857,2.8705,113600
1185,960,2.0893,65000
50,20,2.625,137500
6169,3378,5.1047,157900
3883,2319,3.5595,161000
5151,2553,4.075,195000
1691,792,2.6648,164600
1642,1534,3.1222,125500
958,28,2.625,67500
999,411,2.125,151800
5094,1974,5.5205,188700
6838,3166,5.2177,162700
7277,3507,4.485,179400
3713,1845,4.3009,143400
1014,606,4.1607,112800
3050,1490,4.5562,134500
1497,730,4.9688,135600
503,267,6.1943,276100
6155,2407,4.2262,244300
3670,1616,5.02,169600
2764,902,5.6864,258700
1174,464,2.3,133300
1305,789,3.2993,91100
2103,1167,3.0592,152800
1967,1035,3.5735,106800
3080,1257,4.9861,201800
2465,859,6.6605,220700
2397,1053,2.6994,112500
446,182,2.8958,135000
1765,1056,1.5329,48300
855,716,2.0375,75000
1288,846,1.7895,63100
2205,1730,2.4866,68300
2001,1384,1.9402,62200
1703,1208,2.0817,55300
1509,967,1.7798,65900
964,782,2.3269,55900
1673,1734,2.0833,48300
2109,1742,2.4097,66000
2430,1292,3.4009,182400
7173,3526,3.3941,135900
3323,1527,5.3451,172100
7812,3275,4.3826,146600
3917,1809,5.2586,137000
3080,1195,2.7477,133000
4256,1948,5.2051,167400
1830,905,4.2273,141800
1145,447,4.0781,124300
3170,1344,6.1183,221600
2655,991,4.6484,270600
1098,415,4.8375,217400
3371,1823,3.5333,116800
1419,1226,2.2188,68800
2549,2053,2.0875,83100
1818,1182,1.8575,73800
2770,1611,3.1284,115100
2058,933,4.2448,150900
930,525,2.0625,155000
429,179,2.3333,87500
1633,885,0.9782,54200
3274,2050,2.1265,55700
2398,1143,3.0352,69800
1189,891,2.5536,50500
940,690,2.3056,62300
527,367,2.5,63600
535,335,2.5234,62800
1511,892,1.7898,63500
819,677,1.725,59300
1841,1368,2.1583,62000
1610,1409,1.7574,51700
2109,2248,1.4583,53000
465,256,3.1719,158300
146,164,2.3,206300
2094,1092,4.4769,191400
1292,647,2.7188,85300
4812,1985,2.5083,128500
3869,2086,2.6065,154900
4664,2105,6.0804,198700
4082,1912,4.4609,142900
3747,1817,4.6488,145300
3389,1674,4.4489,145600
3185,1550,2.5199,149000
2116,866,2.7388,111600
1701,723,3.8906,128700
1891,678,6.1872,188700
1984,842,5.2949,173300
2780,1320,5.8831,209900
1144,626,4.4107,151600
929,576,2.125,137500
1081,437,2.1979,114100
2402,1197,2.1771,98200
2614,1862,1.9238,70700
2607,2016,1.75,82900
2356,1043,2.4949,108000
2232,1455,2.5587,87800
2039,1178,3.8672,120100
3163,2106,2.4482,103000
378,164,3.4107,82800
342,138,2.9821,155000
1005,492,2.6812,72800
1023,550,1.1141,54400
583,310,2.5625,54200
948,749,1.962,52700
1624,1805,1.425,61300
461,382,1.275,54000
1318,1368,1.8261,54600
557,573,1.7212,59000
512,676,1.7386,52000
1451,1413,2.125,61200
968,664,1.6458,83600
1010,678,2.9531,104000
1170,830,2.6458,127500
1853,1013,2.7083,173900
1223,1067,2.8558,100000
1297,765,2.7656,93600
9003,4445,3.816,147900
493,189,2.108,83800
4223,1747,5.419,267400
4053,2033,2.8973,117100
3095,1550,3.575,113500
5828,2868,3.7813,143200
5827,2578,3.0212,112900
3467,1478,3.75,147300
11442,6068,2.6016,121200
1727,833,5.4797,160000
7741,3153,3.7869,216100
3459,1336,4.8661,186200
3574,1373,3.6298,242100
120,30,10.2264,350000
2547,1235,2.4722,103300
2938,1501,2.7356,96100
1122,564,3.1654,111600
1671,848,3.1194,112500
4188,2081,3.0481,92500
7088,4885,2.6981,112500
1337,744,4.0924,244200
3278,1431,3.3987,99500
1892,804,4.0625,143200
3366,1916,2.5401,125400
3268,1906,2.8237,110700
2974,1559,3.8825,136800
2432,1441,2.5556,133100
826,684,3.9265,107400
3585,2769,3.0907,94100
1868,1258,3.175,95900
495,284,2.8854,55700
941,414,2.1429,69900
2348,1455,1.65,66000
1942,1618,0.9365,52500
1026,1109,1.2904,63300
1766,1406,1.7039,52700
1406,1489,1.4688,56800
2806,2268,1.8814,57700
2680,2188,1.9375,56700
1491,1223,2.1591,67800
499,451,2.1705,60300
820,576,1.69,65900
371,171,0.9614,55700
696,443,2.5156,86300
9205,5935,3.65,119400
2019,1104,3.1691,108700
653,407,3.3889,110800
1198,443,6.0097,187500
1875,1027,3.5769,103800
5098,2029,3.5444,132500
1992,889,3.6516,130500
2744,1340,3.8816,147300
1814,963,4.4519,110500
13553,6544,3.9727,132700
1276,600,4.0938,109100
2460,1346,3.6563,95600
2193,1148,4.5272,191700
1554,793,4.8073,156700
4183,1886,4.8787,175300
2770,1409,3.2338,101800
1500,674,2.515,110800
836,303,3.875,127400
1008,453,2.3917,113500
3168,1390,5,154800
1534,741,3.9607,132500
1185,533,3.1917,204500
2128,1860,3.1779,97300
2021,1615,2.5842,111300
4356,1629,2.2672,91100
6403,3327,4.4871,137900
69,50,3.75,120800
1392,1784,2.375,124500
4038,3440,1.9698,112300
930,463,3.4141,90600
2501,1171,2.5043,76700
625,533,2.625,65400
2995,1392,1.7794,98800
1610,1025,1.2962,110200
287,154,0.8738,75000
1669,1340,1.3191,92300
1778,1237,1.3438,103100
288,272,0.696,42500
107,167,0.7917,22500
761,438,0.7714,87500
2827,2037,2.0303,63800
2488,1854,2.551,59100
1438,1294,2.7829,61800
1096,1175,3.1053,73100
161,1542,5.7485,162500
488,308,2.6563,103100
1630,4402,1.9792,63000
3610,1734,5.8324,374200
1529,793,2.9866,91300
3903,2313,2.655,86300
4374,2387,2.3611,87900
5558,2717,3.6455,139200
2514,1166,2.2813,131900
5434,2755,2.8226,99900
7334,3339,3.235,124700
6575,3358,4.0739,115400
2135,779,3.6995,134900
2655,1253,5.2817,140600
2145,1022,4.2037,125400
1234,649,4.8523,143000
4018,2070,3.0733,119800
2915,1292,3.3188,117100
3391,1546,4.2188,139200
3824,1818,3.712,139000
1665,846,3.5852,121600
3192,1132,4.5278,144300
5001,2330,4.0833,160000
1817,992,3.0972,150000
2707,1423,4.3235,116900
9534,4951,3.3926,103400
3002,1660,2.1116,89600
2748,1619,2.8966,92400
2653,1419,2.3787,91300
1537,1125,2.6471,90700
822,457,4.15,157500
1403,901,3.215,104600
2475,1703,2.5727,86100
3507,1867,3.2123,120700
1004,470,2.8942,116700
2256,937,5.0528,153700
2864,1298,3.2303,131800
1792,767,7.6889,229300
5979,2679,4.196,171700
335,154,2.0694,175000
122,62,1.15,112500
2668,1713,4.0156,117600
1014,712,3.1471,102800
2866,1404,2.505,95000
1409,782,4.0227,107700
1515,491,2.8523,87500
2717,3343,2.5473,106300
2547,1547,3.994,95500
2289,1215,3.2788,100000
2918,1338,2.6495,116200
3706,3785,1.7774,100000
2373,990,4.175,98300
2980,1128,4.061,113600
1475,736,3.6591,105100
2668,1398,1.125,110400
1212,1202,1.7875,76800
24,23,2.375,67500
452,412,1.3417,60800
3308,3201,1.7694,73900
1034,604,2.2391,120000
1210,726,2.7083,82100
4185,2147,4.0519,129200
2306,1308,3.9506,122200
1194,545,3.8603,134300
5179,2181,2.1009,82500
1998,970,4.8224,115500
1387,807,4.1563,135700
1713,761,5.2081,136400
1604,751,4.7381,140500
2759,1053,5.5,165700
5407,1927,4.6302,195400
992,316,6.6238,326700
3295,1454,3.1711,101900
2421,962,2.5035,112500
2748,1663,3.5192,113300
1229,733,2.5,101600
1708,687,1.9485,155400
1768,1005,1.8846,88300
3050,1743,3.7413,105300
4893,3036,2.5212,110000
4157,2734,2.7981,92100
2575,1367,1.4274,90500
2097,977,4.3958,108400
908,306,3.9792,131900
3135,1650,1.886,105300
3103,3061,1.3729,110300
3386,1228,3.0625,141500
2604,988,3.6667,123100
1824,720,5.1915,183700
2654,1157,3.226,107600
1938,788,3.6094,118400
1829,694,3.3466,92600
1112,583,2.3393,77600
375,323,1.9531,45000
226,125,2.9,125000
284,130,3.1429,179200
69,47,0.536,112500
2740,2630,2.6629,102700
1860,741,1.8672,84700
2640,1257,3.5673,112000
358,169,3,162500
5927,3369,2.8194,111300
1449,670,4.3897,186300
4594,2474,4.5245,127500
2966,1365,3.2444,118400
13796,6000,3.8776,124500
1252,587,3.5893,146400
2532,1396,4.0417,114500
1276,501,3.95,143600
8501,3576,3.6523,158500
7003,3107,3.0348,150500
898,470,2.6897,148300
3902,1870,2.774,190200
4378,2149,2.5035,123700
9774,4674,3.6817,136100
692,504,3.6897,101100
1169,614,4.5766,108700
4715,2420,2.9693,104400
2643,1455,3.6398,146700
2049,1071,3.5,240800
5428,2725,3.9323,130100
3136,1327,5.5942,186900
249,167,4.5,92800
2474,1947,2.5742,98400
2851,1544,3.5379,99100
3251,1890,3.0729,104800
391,171,2.7045,102800
1903,919,2.6765,96400
2105,781,2.213,87500
1795,1114,2.0091,101500
3247,1737,3.066,94100
1591,1916,1.3531,94600
2270,1097,3.3235,87800
2453,1093,2.9107,88800
123,50,2.7656,50000
1700,922,3.1845,87200
1832,975,2.0398,88100
964,742,1.2625,43000
747,338,1.7885,62100
40,64,2.625,55000
1494,781,4.3015,250000
516,288,3.6333,202500
2927,2546,2.7153,114300
372,479,3.5547,200000
20214,8361,4.2259,169300
2226,1004,2.7868,117800
3137,1635,4.6923,122700
5826,2244,1.9093,142900
2683,1410,1.962,130200
4371,1842,2.7797,105500
3533,1496,2.8106,183200
2203,1158,2.4342,119500
1947,866,2.7181,156800
1853,772,2.2574,135800
2453,1326,2.7079,148000
3608,1694,3.311,109400
1933,965,4.6477,142700
1421,657,5.1878,153900
1708,906,4.918,130600
629,635,2.2961,126700
1964,915,4.3008,119800
2854,1109,4.3008,136400
1466,608,3.1827,162100
1383,531,5.9191,151900
1612,630,5.318,155100
3731,1679,3.1369,119600
2370,1129,5.143,176500
3113,1746,3.4625,84600
1564,643,2.7031,150000
1511,721,3.5703,87400
3166,1351,3.5404,91600
1727,730,2.5195,92600
622,902,2.625,109100
1968,996,3.7031,114300
2686,1553,3.7857,112700
3379,1543,4.2743,124000
643,331,3.0417,120700
1503,731,4.0352,118500
1149,583,2.8092,137500
1595,610,4.6,199000
2772,1335,3.8068,161000
